,y_value,LFC
crRNA0185:223-245_CD46,0.7989026174944897,-0.4957797946505858
crRNA0714:868-890_CD55,0.6186241778393318,0.0565101026126046
crRNA1810:2852-2874_CD46,0.7589852543311129,-0.3525334709103305
crRNA1085:2764-2786_CD71,0.6639393177169247,-0.0650702511856913
crRNA0561:783-805_CD46,0.7805745962634169,-0.42769021497234905
crRNA0446:1207-1229_CD71,0.8099296557610471,-0.539003850327136
crRNA1813:2856-2878_CD46,0.6304491087065683,0.0254153617445545
crRNA1846:4652-4674_CD71,0.5524998358957602,0.2247961080191851
crRNA1102:1325-1347_CD55,0.7628541420843663,-0.3656463321104279
crRNA0688:1053-1075_CD46,0.7455943692962891,-0.3082186309272589
crRNA0640:1708-1730_CD71,0.8400702103416213,-0.6679899214660103
crRNA0812:973-995_CD55,0.9438739225081798,-1.385463179674699
crRNA0479:544-566_CD55,0.9529815141604328,-1.5005548395257657
crRNA0322:899-921_CD71,0.8006254424061313,-0.5024130371867598
crRNA0932:1388-1410_CD46,0.9243951517827851,-1.1889155436674657
crRNA0455:587-609_CD46,0.7559370400200384,-0.3423030191723933
crRNA0088:210-232_CD71,0.904965013409654,-1.0347912814023148
crRNA0715:1879-1901_CD71,0.8977413182368948,-0.9846791296606532
crRNA1951:3105-3127_CD46,0.549302737344069,0.2327637260430586
crRNA0108:120-142_CD55,0.5966409092336398,0.1133734507369824
crRNA1335:2106-2128_CD46,0.5040160532417282,0.3448506266503429
crRNA1441:2233-2255_CD46,0.6674835644145235,-0.0748901266917426
crRNA1643:2568-2590_CD46,0.8792978874066227,-0.8696395385775202
crRNA0189:202-224_CD55,0.5787616158543579,0.1588745680695193
crRNA1276:3232-3254_CD71,0.5919924714084129,0.1252609965183625
crRNA1384:3539-3561_CD71,0.3612574042051836,0.7061488994089962
crRNA1184:2966-2988_CD71,0.5737730637086439,0.1714710460388012
crRNA0793:2035-2057_CD71,0.9062000385446782,-1.0436973804440757
crRNA1864:4690-4712_CD71,0.9124665713238344,-1.0905787624684518
crRNA0981:1169-1191_CD55,0.6309785444469761,0.0240138251745558
crRNA0411:473-495_CD55,0.8355008453532259,-0.6472577804263904
crRNA1635:2552-2574_CD46,0.6157339046334072,0.0640526859805631
crRNA1471:3735-3757_CD71,0.6233932582845705,0.0440161855000887
crRNA0829:2107-2129_CD71,0.9333616475410564,-1.2727040397296292
crRNA0654:1736-1758_CD71,0.6506523943073249,-0.0286978866262285
crRNA0646:1720-1742_CD71,0.6812319154297802,-0.1134960938146395
crRNA0800:2049-2071_CD71,0.5805207027103931,0.1544231856084312
crRNA1858:4676-4698_CD71,0.4702779420036117,0.4281457856990184
crRNA0153:165-187_CD55,0.6801233796582838,-0.1103514913425729
crRNA1115:1338-1360_CD55,0.9343073850332044,-1.2821416626444475
crRNA1821:2865-2887_CD46,0.6248175227769668,0.0402728949986949
crRNA1450:1939-1961_CD55,0.7608948086920863,-0.3589873566960951
crRNA1223:1861-1883_CD46,0.6326860858416533,0.0194878637246437
crRNA0839:1001-1023_CD55,0.7114539120893209,-0.2016768304929808
crRNA1938:4860-4882_CD71,0.7134938538553487,-0.2078167040280519
crRNA0311:855-877_CD71,0.6768575280729909,-0.1011205040062814
crRNA0071:81-103_CD46,0.7387509943688011,-0.2861669003538006
crRNA0489:554-576_CD55,0.839352560693952,-0.6647024128931689
crRNA0747:903-925_CD55,0.7034410214058908,-0.1778043114919958
crRNA0931:1117-1139_CD55,0.5644801586564859,0.1948375207326519
crRNA1687:4267-4289_CD71,0.6153656101345892,0.0650122599865922
crRNA1213:1460-1482_CD55,0.7232311250921863,-0.2374938818912498
crRNA0864:1282-1304_CD46,0.5815762465361628,0.151749644703422
crRNA1859:2919-2941_CD46,0.6768947150092212,-0.1012253371655796
crRNA1672:2625-2647_CD46,0.8589671383683186,-0.7592352409619887
crRNA0009:17-39_CD71,0.5931856106869047,0.1222138622910152
crRNA0239:286-308_CD46,0.8601526833950309,-0.7652905951699391
crRNA0398:440-462_CD55,0.8035744685571473,-0.5138680954903105
crRNA0886:1048-1070_CD55,0.5577122856628299,0.2117824280349503
crRNA0601:1600-1622_CD71,0.989471257734184,-2.4463866415646773
crRNA0488:553-575_CD55,0.8807514102390311,-0.8781279456736801
crRNA1211:1458-1480_CD55,0.7693021014734556,-0.3878327189123567
crRNA1355:1727-1749_CD55,0.6185178682872184,0.0567879175271417
crRNA1037:1537-1559_CD46,0.6882891346494869,-0.1336544191715279
crRNA1434:1887-1909_CD55,0.6464200680181023,-0.0172492227900543
crRNA0769:1987-2009_CD71,0.6480480349974662,-0.0216454960344725
crRNA1531:3898-3920_CD71,0.44031126103949136,0.5026715284803782
crRNA1762:2774-2796_CD46,0.6429773187365295,-0.0079821861449478
crRNA0993:1476-1498_CD46,0.6118573886249484,0.074135689758386
crRNA0182:485-507_CD71,0.6427167142142378,-0.0072823335640116
crRNA0920:1084-1106_CD55,0.8313961590472859,-0.6290248007056056
crRNA1318:1627-1649_CD55,0.6142211565697979,0.0679918877969051
crRNA0420:541-563_CD46,0.9212759595347468,-1.1619044775022118
crRNA1769:2782-2804_CD46,0.5368342943505009,0.2637462211401943
crRNA1797:4534-4556_CD71,0.6760454836338157,-0.0988328494859809
crRNA1714:2694-2716_CD46,0.6428136643630797,-0.0075426663602009
crRNA0030:42-64_CD55,0.658854893192649,-0.0510717515165883
crRNA0996:1216-1238_CD55,0.8405239506366906,-0.6700746447041726
crRNA1624:2196-2218_CD55,0.5464528738258592,0.2398574172475546
crRNA1071:1579-1601_CD46,0.7480431579119842,-0.3162039763751723
crRNA0621:753-775_CD55,0.911545165595122,-1.0834994723689442
crRNA0555:623-645_CD55,0.7492692254001532,-0.320221430764326
crRNA0965:1424-1446_CD46,0.9106591786057794,-1.0767548302194982
crRNA1523:3882-3904_CD71,0.7986329324646133,-0.4947453069089128
crRNA1724:4362-4384_CD71,0.5426040589198546,0.2494256988886595
crRNA0664:1003-1025_CD46,0.5757894088738679,0.1663843351559673
crRNA0661:793-815_CD55,0.6141717406478706,0.0681204697155697
crRNA0526:740-762_CD46,0.8623346279034847,-0.7765485389971034
crRNA1984:4972-4994_CD71,0.7523825610291689,-0.3304820768686853
crRNA0424:545-567_CD46,0.4276497969509594,0.5344544730688356
crRNA0071:176-198_CD71,0.6417059343360756,-0.0045700269901874
crRNA1204:1451-1473_CD55,0.7033095590115376,-0.1774158091591955
crRNA1553:2450-2472_CD46,0.7042938264927605,-0.18032697590135
crRNA1756:2767-2789_CD46,0.7358684559242061,-0.2769905279395184
crRNA0788:1169-1191_CD46,0.751047738224335,-0.32607239326398807
crRNA1443:2235-2257_CD46,0.7179574422027066,-0.2213434453326044
crRNA1078:1588-1610_CD46,0.627152435983192,0.0341238824730656
crRNA1097:1320-1342_CD55,0.6073132323630364,0.085908574973282
crRNA0910:1074-1096_CD55,0.6995133658234356,-0.16623963254627697
crRNA1701:4314-4336_CD71,0.5880734821179869,0.1352503641035793
crRNA1757:4430-4452_CD71,0.5671132775774071,0.188228995344587
crRNA0627:914-936_CD46,0.7483253638650096,-0.3171275282373295
crRNA1624:4141-4163_CD71,0.8382328933071048,-0.6595969192829718
crRNA1111:1635-1657_CD46,0.6330554518727336,0.0185076754563773
crRNA1790:4520-4542_CD71,0.6931629237263222,-0.1477217216073842
crRNA0399:1091-1113_CD71,0.5927602399213003,0.1233005281643548
crRNA0683:1046-1068_CD46,0.5919894534073536,0.1252687006030745
crRNA0697:1841-1863_CD71,0.9837265998656141,-2.174325186144407
crRNA0875:2219-2241_CD71,0.6947564959634103,-0.1523481532939583
crRNA0834:2117-2139_CD71,0.9169813483863796,-1.1262730442224431
crRNA0222:236-258_CD55,0.5321636028954728,0.2753207524106582
crRNA1916:3027-3049_CD46,0.5956962755185355,0.1157927017560767
crRNA0657:1742-1764_CD71,0.5590139338220461,0.2085278227022095
crRNA1966:2666-2688_CD55,0.6632416022935645,-0.0631431854722374
crRNA0019:31-53_CD55,0.6036497413503596,0.0953647566525025
crRNA0076:91-113_CD46,0.8839452661431688,-0.8970988176156905
crRNA1595:4028-4050_CD71,0.6102314248250862,0.0783538695381668
crRNA1728:4370-4392_CD71,0.6042785483662685,0.0937438488712414
crRNA1678:4249-4271_CD71,0.5895289087252735,0.1315439267599887
crRNA1897:4778-4800_CD71,0.554982950109376,0.218600405346899
crRNA1712:2691-2713_CD46,0.6558552820927483,-0.0428605022041093
crRNA1642:2293-2315_CD55,0.4591759976823738,0.4556646571240033
crRNA1464:3721-3743_CD71,0.6364740132769167,0.0094159396703702
crRNA1875:4712-4734_CD71,0.6904027977237024,-0.1397401018908205
crRNA1755:2411-2433_CD55,0.6536938667737908,-0.0369648584822503
crRNA1046:1548-1570_CD46,0.3878348645971039,0.6361747023090847
crRNA1066:1574-1596_CD46,0.7476327666108711,-0.3148621462754983
crRNA0161:173-195_CD55,0.7691003431884825,-0.38713199901361206
crRNA0861:1279-1301_CD46,0.6613469528689787,-0.0579201038148199
crRNA0680:814-836_CD55,0.7957654477771541,-0.4838093457755139
crRNA0103:240-262_CD71,0.9698116276437024,-1.7845437391686372
crRNA0097:114-136_CD46,0.5953922807874237,0.1165708593383378
crRNA0427:1147-1169_CD71,0.7038367621985149,-0.1789744205554776
crRNA0673:1774-1796_CD71,0.7886171146863945,-0.4570341890859404
crRNA0456:1247-1269_CD71,0.7957613986379728,-0.4837939843425303
crRNA1313:2080-2102_CD46,0.7094018557577435,-0.1955264718724163
crRNA0652:964-986_CD46,0.9458169151825376,-1.4084541755214357
crRNA0594:823-845_CD46,0.8163207313502461,-0.5649389036005633
crRNA0571:794-816_CD46,0.6918838944355649,-0.1440181481097765
crRNA1450:2264-2286_CD46,0.6069222063035637,0.0869193555777453
crRNA1952:3106-3128_CD46,0.5622990597884434,0.2003046547407373
crRNA0052:61-83_CD46,0.5796787393686984,0.1565544189465849
crRNA1104:2802-2824_CD71,0.6778728632898288,-0.1039850918659248
crRNA1916:2615-2637_CD55,0.5435947472966449,0.2469640694018134
crRNA1098:2790-2812_CD71,0.9309494006015804,-1.2491834564838649
crRNA0776:1156-1178_CD46,0.6705516394171844,-0.0834331655831083
crRNA0392:1075-1097_CD71,0.6831281187053729,-0.1188886190717324
crRNA1952:4888-4910_CD71,0.3664963603510507,0.6921935309923832
crRNA1777:2793-2815_CD46,0.5713328136344096,0.1776189040490514
crRNA0196:235-257_CD46,0.7884978525990156,-0.4565931640332629
crRNA1076:1299-1321_CD55,0.6373203531617073,0.0071594542509981
crRNA1582:2485-2507_CD46,0.6596232351469198,-0.05318061501953799
crRNA1914:4812-4834_CD71,0.7129897002343106,-0.2062968676221813
crRNA0835:1228-1250_CD46,0.6469425448279416,-0.0186591499510353
crRNA0219:559-581_CD71,0.8172508992884766,-0.5687713966543334
crRNA0651:963-985_CD46,0.9388364966819291,-1.3291689534296336
crRNA0966:1153-1175_CD55,0.8374901701957698,-0.6562259423318526
crRNA0114:262-284_CD71,0.9283996336839117,-1.2251349777669942
crRNA1844:4648-4670_CD71,0.8152160752718614,-0.560406968462735
crRNA0058:150-172_CD71,0.6285713808657044,0.0303794656774709
crRNA0634:766-788_CD55,0.93403710990337,-1.2794317381703832
crRNA1930:2629-2651_CD55,0.5350611847346048,0.2681419736961735
crRNA0675:1035-1057_CD46,0.716101746534825,-0.215704260083661
crRNA1868:4698-4720_CD71,0.6793061822601054,-0.1080370293005286
crRNA1805:4550-4572_CD71,0.8341619976092243,-0.6412709977244722
crRNA0306:845-867_CD71,0.6441818917360396,-0.0112200243022788
crRNA2018:3239-3261_CD46,0.6356790027901282,0.0115335208176478
crRNA0121:145-167_CD46,0.7801497987552776,-0.42616206746667207
crRNA0872:1034-1056_CD55,0.7743479452017608,-0.4054990945977645
crRNA0930:1116-1138_CD55,0.517948783345876,0.3104694697131749
crRNA0086:206-228_CD71,0.9398947115518352,-1.3406245320521086
crRNA0885:2259-2281_CD71,0.6329491280951728,0.0187898697882246
crRNA1008:1230-1252_CD55,0.8479410180479979,-0.7048562420562415
crRNA1343:2116-2138_CD46,0.5600279869688547,0.2059909084370929
crRNA0869:1031-1053_CD55,0.7896870330782434,-0.4609988667850335
crRNA1383:1814-1836_CD55,0.5881854079391602,0.1349654702073426
crRNA0581:1560-1582_CD71,0.6599467655158535,-0.0540692956278142
crRNA1733:2387-2409_CD55,0.7739058588293795,-0.4039401987854985
crRNA0135:162-184_CD46,0.5201128370419503,0.3051245050170442
crRNA1964:2664-2686_CD55,0.5499746740385268,0.2310900300298105
crRNA0596:685-707_CD55,0.8182386011624966,-0.5728575575786977
crRNA0802:962-984_CD55,0.6253552258843948,0.0388582161267072
crRNA1936:2635-2657_CD55,0.6279116039706268,0.0321212572237737
crRNA0069:172-194_CD71,0.8650361813438365,-0.7906971716488664
crRNA0951:2413-2435_CD71,0.6585948239950382,-0.0503584605128059
crRNA0539:758-780_CD46,0.6619548940858957,-0.0595944847829893
crRNA0063:73-95_CD46,0.4448302035376249,0.4913773659110428
crRNA1409:3589-3611_CD71,0.5982076810183226,0.1093568168396063
crRNA1268:3216-3238_CD71,0.6703668450758209,-0.0829174696809745
crRNA0503:569-591_CD55,0.6445042689694507,-0.0120873904655053
crRNA0577:1552-1574_CD71,0.6725628902956093,-0.0890554275090063
crRNA2029:3304-3326_CD46,0.4562336784102724,0.4629736305589351
crRNA1615:2187-2209_CD55,0.6627339594925721,-0.0617423289938522
crRNA1324:2095-2117_CD46,0.6733456302884171,-0.0912482837327176
crRNA0123:147-169_CD46,0.7501810576692172,-0.3232177118518941
crRNA0622:754-776_CD55,0.8378715877396916,-0.6579555160231756
crRNA0003:5-27_CD71,0.5967282444980876,0.11314968864184698
crRNA0968:2447-2469_CD71,0.4788412796859819,0.4069706540270567
crRNA1108:1331-1353_CD55,0.6879980413886979,-0.13281807516185
crRNA1323:2094-2116_CD46,0.6899830739896369,-0.1385298151567679
crRNA0595:825-847_CD46,0.790103969047256,-0.4625478653199975
crRNA0361:401-423_CD55,0.7695231371802769,-0.3886008832539462
crRNA0576:799-821_CD46,0.6746783268859712,-0.0949880891565713
crRNA0898:1348-1370_CD46,0.6285333241736428,0.0304799685533875
crRNA0615:1628-1650_CD71,0.8803994693234976,-0.8760644843210793
crRNA1525:2396-2418_CD46,0.5394720292722517,0.2572026498802641
crRNA0675:1778-1800_CD71,0.6222153509068579,0.0471077591595913
crRNA1370:1742-1764_CD55,0.4777637379302458,0.4096332139601895
crRNA1950:4884-4906_CD71,0.626931768870377,0.0347056743233908
crRNA1623:2536-2558_CD46,0.5817860380143659,0.1512180484099501
crRNA0751:1127-1149_CD46,0.5905176775759264,0.1290236216287978
crRNA0689:1806-1828_CD71,0.6136828662172807,0.0693922083105738
crRNA1758:2434-2456_CD55,0.4661082089233242,0.4384714587743311
crRNA0721:1090-1112_CD46,0.6612663930104288,-0.0576983374525684
crRNA0633:941-963_CD46,0.9502822874983516,-1.4643884484872356
crRNA1143:1366-1388_CD55,0.9107439514775272,-1.0773975527378399
crRNA0173:185-207_CD55,0.5943854953108336,0.1191466681566325
crRNA1294:3268-3290_CD71,0.6094773850489787,0.0803078850553237
crRNA0216:553-575_CD71,0.6742847334967309,-0.0938827675501426
crRNA1997:3164-3186_CD46,0.4751837678562739,0.4160103359088759
crRNA0578:1554-1576_CD71,0.8685598109909685,-0.8095150281973766
crRNA0320:421-443_CD46,0.5936592144945474,0.12100355857758802
crRNA1929:4842-4864_CD71,0.6213050059792571,0.0494944848296919
crRNA0276:371-393_CD46,0.920665550637005,-1.1567334637299116
crRNA1209:3038-3060_CD71,0.4674799732920878,0.4350732816321477
crRNA1493:2337-2359_CD46,0.7001396832904739,-0.1680779412839564
crRNA1954:2654-2676_CD55,0.5753944876130611,0.1673811138275676
crRNA1742:2750-2772_CD46,0.5713933785920399,0.1774664263975974
crRNA0319:339-361_CD55,0.8545457658977241,-0.7370205204594705
crRNA0790:949-971_CD55,0.7299497115472593,-0.2583473244748085
crRNA0957:1144-1166_CD55,0.7215498924001127,-0.2323248522870974
crRNA1431:3633-3655_CD71,0.425261005368936,0.5404762530940914
crRNA0660:1748-1770_CD71,0.8792769598574603,-0.869517969950352
crRNA0786:2021-2043_CD71,0.7418348697595116,-0.2960569827867001
crRNA1819:4578-4600_CD71,0.684500275768255,-0.1228016238660399
crRNA0297:398-420_CD46,0.8185029407957579,-0.5739540686441393
crRNA1193:2984-3006_CD71,0.7538300183235966,-0.3352819189539764
crRNA1916:4816-4838_CD71,0.7203418408545228,-0.2286224689047533
crRNA0300:401-423_CD46,0.7514488733385022,-0.3273959047726998
crRNA0069:79-101_CD46,0.5725027730987218,0.1746724696875168
crRNA0469:1273-1295_CD71,0.6470422614444513,-0.0189283473284069
crRNA0767:1144-1166_CD46,0.9462174407874886,-1.4132899282427949
crRNA1264:1531-1553_CD55,0.6086349662521883,0.0824893236428588
crRNA0315:335-357_CD55,0.7479060521240332,-0.315755529335484
crRNA1303:3286-3308_CD71,0.5938640828982438,0.1204798756110819
crRNA0151:181-203_CD46,0.8185760317263615,-0.5742574774958996
crRNA0787:1168-1190_CD46,0.7736256495464211,-0.4029532349636856
crRNA0872:2213-2235_CD71,0.575083202440959,0.1681666242867679
crRNA1418:1870-1892_CD55,0.6243110581681837,0.0416046457368585
crRNA1898:2597-2619_CD55,0.6037670600728405,0.0950624054058591
crRNA0060:154-176_CD71,0.9524221882481396,-1.4929014268551732
crRNA0084:96-118_CD55,0.5287781797018862,0.2837013907090401
crRNA0383:497-519_CD46,0.7109868169900171,-0.2002745943509642
crRNA0093:220-242_CD71,0.7215250964471307,-0.2322487598147471
crRNA0893:1341-1363_CD46,0.931896530877082,-1.2583262104300539
crRNA0085:97-119_CD55,0.5919621641611124,0.1253383613600445
crRNA1972:2672-2694_CD55,0.5740762802821449,0.170706509598535
crRNA0040:112-134_CD71,0.877803724716755,-0.8610052270108336
crRNA0385:499-521_CD46,0.6613184890667948,-0.0578417453020568
crRNA0560:1516-1538_CD71,0.8799084629072016,-0.8731944181613553
crRNA1407:2197-2219_CD46,0.5081972366505874,0.33453696096164504
crRNA1571:2126-2148_CD55,0.8247168200276567,-0.6000967020516947
crRNA1566:2466-2488_CD46,0.6669435633652658,-0.0733906120416757
crRNA1509:3854-3876_CD71,0.7179423560173628,-0.2212975101378354
crRNA0192:505-527_CD71,0.5436520714995244,0.2468216060898295
crRNA0001:12-34_CD55,0.5672549768583582,0.1878730962173473
crRNA1159:1385-1407_CD55,0.8917521397018519,-0.9454577272629964
crRNA0656:1740-1762_CD71,0.7199212701829047,-0.2273358207784627
crRNA0145:371-393_CD71,0.988814909100386,-2.4086914137057174
crRNA0874:1297-1319_CD46,0.8068116944288171,-0.5265932561434149
crRNA0563:632-654_CD55,0.6568903293327653,-0.0456899965721609
crRNA1297:2061-2083_CD46,0.4652260449184623,0.4406574504088081
crRNA0176:212-234_CD46,0.7136918108258175,-0.2084139083906066
crRNA0337:376-398_CD55,0.7538430926428358,-0.3353253604579546
crRNA0961:1420-1442_CD46,0.9472039916729538,-1.4253475201585708
crRNA1184:1430-1452_CD55,0.9289208231911522,-1.2299855772807684
crRNA0046:55-77_CD46,0.6708275397608461,-0.0842033802000754
crRNA1373:2156-2178_CD46,0.7138521480310733,-0.2088978012319879
crRNA1163:1738-1760_CD46,0.5667638016508092,0.189106639144019
crRNA0024:80-102_CD71,0.6194553517034871,0.0543369994801879
crRNA0885:1047-1069_CD55,0.6198675864421714,0.0532585338144135
crRNA0460:1255-1277_CD71,0.6539310289302139,-0.0376109102094541
crRNA1150:2898-2920_CD71,0.5752944252245364,0.1676336320116533
crRNA1324:3328-3350_CD71,0.6539115899238828,-0.0375579487147234
crRNA1067:1575-1597_CD46,0.8854319093281087,-0.906084185918218
crRNA1108:2810-2832_CD71,0.5820681676694203,0.1505030341987255
crRNA0295:823-845_CD71,0.6800435636656039,-0.1101252991846166
crRNA1223:1490-1512_CD55,0.6050586740524575,0.0917316426604268
crRNA0299:831-853_CD71,0.5798844514836781,0.1560338156630243
crRNA0285:384-406_CD46,0.6093689953270469,0.0805886540813595
crRNA0492:557-579_CD55,0.614551062220158,0.0671333048910483
crRNA0932:2375-2397_CD71,0.8097217086000607,-0.5381713275204253
crRNA0825:2099-2121_CD71,0.5769899481450342,0.1633526758259721
crRNA0894:2277-2299_CD71,0.5907107624837491,0.1285312441226727
crRNA1651:4195-4217_CD71,0.6479067325058631,-0.021263546547328996
crRNA0977:2465-2487_CD71,0.9820527768840226,-2.1129102331208225
crRNA1950:3104-3126_CD46,0.5684363221751993,0.1849048876498149
crRNA0664:1756-1778_CD71,0.7367675500901398,-0.2798457909995316
crRNA1103:1326-1348_CD55,0.8905007885378619,-0.9375051422110622
crRNA0887:1049-1071_CD55,0.5954104508350024,0.1165243534069077
crRNA1606:4050-4072_CD71,0.6466441333195827,-0.0178537572586888
crRNA1089:1312-1334_CD55,0.7258162736853248,-0.2454800349697314
crRNA0593:682-704_CD55,0.5583773743015403,0.2101197092198082
crRNA1827:4594-4616_CD71,0.7546560766022907,-0.3380296890943954
crRNA1744:2398-2420_CD55,0.5549162859401746,0.2187668294626645
crRNA0110:122-144_CD55,0.5876071535842058,0.1364370988874819
crRNA0343:382-404_CD55,0.7541527368566129,-0.3363546572084283
crRNA0725:1899-1921_CD71,0.7811378418866652,-0.429719692813789
crRNA1516:3868-3890_CD71,0.5843231295387923,0.1447832446762061
crRNA0259:353-375_CD46,0.8227127478917041,-0.5915870655577848
crRNA0535:753-775_CD46,0.4138230893121685,0.5694369280036852
crRNA1094:2782-2804_CD71,0.6744276323616492,-0.0942839880596881
crRNA0100:117-139_CD46,0.8803929860907773,-0.8760265217968541
crRNA0019:70-92_CD71,0.5895497622817331,0.13149079155968801
crRNA0775:1154-1176_CD46,0.8111831702421767,-0.5440371643118272
crRNA1863:2561-2583_CD55,0.540003453233564,0.2558836658291966
crRNA0590:1578-1600_CD71,0.5083412204220684,0.3341817561292323
crRNA1987:2687-2709_CD55,0.6602815807524078,-0.0549894054112025
crRNA1813:2490-2512_CD55,0.5093951027229764,0.3315817436932455
crRNA1867:2929-2951_CD46,0.5415986069642923,0.2519231565907793
crRNA0318:891-913_CD71,0.5920338301371151,0.1251554178491046
crRNA1264:1997-2019_CD46,0.8668048394195444,-0.8000899808719659
crRNA0447:1209-1231_CD71,0.5712949142044158,0.1777143164881601
crRNA0480:545-567_CD55,0.938040180552218,-1.3206700744590083
crRNA0967:2445-2467_CD71,0.5423492846566367,0.2500586173675875
crRNA1571:2471-2493_CD46,0.8861677399777173,-0.9105691954250256
crRNA0373:485-507_CD46,0.6566315531429469,-0.0449822026453908
crRNA1255:1522-1544_CD55,0.4395477709276671,0.5045821041464245
crRNA1321:3322-3344_CD71,0.7579079695460983,-0.3489078744676551
crRNA1841:4642-4664_CD71,0.5136113726190064,0.3211775739627865
crRNA0716:1881-1903_CD71,0.7406206776672937,-0.29215392311519
crRNA1497:1987-2009_CD55,0.6087852026279357,0.0821004106327084
crRNA0985:1466-1488_CD46,0.5133502551915207,0.3218220372722814
crRNA1093:1316-1338_CD55,0.7102035430177647,-0.1979261925728137
crRNA0020:24-46_CD46,0.7634471145307081,-0.36766906580955794
crRNA0230:275-297_CD46,0.6453463765145432,-0.0143547745945379
crRNA0184:489-511_CD71,0.7286184575609483,-0.2541897734421466
crRNA0699:1065-1087_CD46,0.6780046968083135,-0.1043573836548064
